repository,branch,download_link,name,date
https://pypi.org/project/gensim/,releases/0.8.6,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:dfa293e0e6ea0c0d56e8bd1af7fd77ce85d52eb6/raw/,0.8.6,2012-09-15T22:08:57+00:00
https://pypi.org/project/gensim/,releases/0.8.7,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:b10eb9bd41c1018dc11ca5a7c14a73037068e4cd/raw/,0.8.7,2013-09-18T17:00:33+00:00
https://pypi.org/project/gensim/,releases/0.8.8,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:23203f4e2829c2e9ab43d411cc4f971e7937ddc2/raw/,0.8.8,2013-11-03T17:20:02+00:00
https://pypi.org/project/gensim/,releases/0.8.9,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:1cdb20a9cda518eb41ac6aad9e720dd612001950/raw/,0.8.9,2013-12-26T01:13:35+00:00
https://pypi.org/project/gensim/,releases/0.9.0,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:484d6a95cb1102752f8efbf8af2505709b67e626/raw/,0.9.0,2014-03-15T19:41:27+00:00
https://pypi.org/project/gensim/,releases/0.9.1,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:dcf72de72f32621eeb06793540609ed12f49898f/raw/,0.9.1,2014-04-12T11:40:27+00:00
https://pypi.org/project/gensim/,releases/1.0.0,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:1097364df31c82c6a136c8d9011debc35c22fe0c/raw/,1.0.0,2017-02-25T00:57:06+00:00
https://pypi.org/project/gensim/,releases/1.0.1,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:bf54256acc9d278583f454229bd8bd2e932c6e55/raw/,1.0.1,2017-03-03T23:20:29+00:00
https://pypi.org/project/gensim/,releases/2.0.0,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:037e5f4006ab76df7b409610dd5d30ab5ce636eb/raw/,2.0.0,2017-04-10T23:59:57+00:00
https://pypi.org/project/gensim/,releases/2.1.0,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:d127df27b6d2472a5866faf5aecb77a1aa6e0ed0/raw/,2.1.0,2017-05-12T15:24:09+00:00
https://pypi.org/project/gensim/,releases/2.2.0,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:ec4c2db66e2047ce9ac3962f3534fb2328feb16a/raw/,2.2.0,2017-06-21T18:40:33+00:00
https://pypi.org/project/gensim/,releases/2.3.0,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:3f956d19b64f17a097c160f950cad1cad1c594e0/raw/,2.3.0,2017-07-25T15:19:56+00:00
https://pypi.org/project/gensim/,releases/3.0.0,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:447c2a2c673b51fec0466b64f231ac6bc2959131/raw/,3.0.0,2017-09-27T10:24:35+00:00
https://pypi.org/project/gensim/,releases/3.1.0,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:e528e7f9d6bb3578f5cd964056434f70ba41235c/raw/,3.1.0,2017-11-06T16:41:58+00:00
https://pypi.org/project/gensim/,releases/3.2.0,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:0fada86bd00bc591afdf2df909b668e951fdeef4/raw/,3.2.0,2017-12-09T19:08:47+00:00
https://pypi.org/project/gensim/,releases/3.3.0,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:740ff15b443b01ea9e8655697a2cb088604c8ce2/raw/,3.3.0,2018-02-02T20:06:27+00:00
https://pypi.org/project/gensim/,releases/3.4.0,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:9235ed0536e26b50dc813c9fa3c24715599cbb35/raw/,3.4.0,2018-03-01T14:09:56+00:00
https://pypi.org/project/gensim/,releases/3.5.0,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:11140891d59d44ecaed29b9feb631197627037cb/raw/,3.5.0,2018-07-06T13:56:07+00:00
https://pypi.org/project/gensim/,releases/3.6.0,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:5997df0affe687f855ca28cffe27cfd9d2b86c10/raw/,3.6.0,2018-09-20T18:15:54+00:00
https://pypi.org/project/gensim/,releases/3.7.0,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:b70fb4a9dd9a1fbc4907f9b65e34483b00c3b069/raw/,3.7.0,2019-01-18T19:54:35+00:00
https://pypi.org/project/gensim/,releases/3.7.1,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:0ce7838fff22a214d17065b22e78f27e20f3a62c/raw/,3.7.1,2019-01-31T16:51:10+00:00
https://pypi.org/project/gensim/,releases/3.7.2,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:1137555b0b937ae063ea5b04cf70a77b2f70b6be/raw/,3.7.2,2019-04-10T13:14:47+00:00
https://pypi.org/project/gensim/,releases/3.7.3,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:9f4051f9cb053f9e4cf55654619b077a4fc48d99/raw/,3.7.3,2019-05-08T03:12:17+00:00
https://pypi.org/project/gensim/,releases/3.8.0,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:c8ac17a227074119ccef7466caca6743d745fefc/raw/,3.8.0,2019-07-09T07:11:53+00:00
https://pypi.org/project/gensim/,releases/3.8.1,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:b00ef743bbcaf3cda6777422c964d92f668ec74f/raw/,3.8.1,2019-09-26T05:32:04+00:00
https://pypi.org/project/gensim/,releases/3.8.2,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:a87bb934b0a5691038b8cbdc9db7a6ef8d7f8463/raw/,3.8.2,2020-04-12T00:11:13+00:00
https://pypi.org/project/gensim/,releases/3.8.3,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:2b4d9810e0d0fc179bfeaec0609c06d560cb8f1b/raw/,3.8.3,2020-05-04T05:40:12+00:00
https://pypi.org/project/gensim/,releases/4.0.0,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:e7c73206654f27037f1955959f7df04d92de2578/raw/,4.0.0,2021-03-25T13:44:05+00:00
https://pypi.org/project/gensim/,releases/4.0.1,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:2cd8b0d45857bff547c41199792c0f833aa08973/raw/,4.0.1,2021-04-01T14:08:51+00:00
https://pypi.org/project/gensim/,releases/4.1.0,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:b18dc63d77b4731cebb80cd72fad79f5bc0b1a12/raw/,4.1.0,2021-08-29T21:51:04+00:00
https://pypi.org/project/gensim/,releases/4.1.1,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:b09e47a606aecb2e2c4e5919e96f1e39217ebd54/raw/,4.1.1,2021-09-14T13:48:51+00:00
https://pypi.org/project/gensim/,releases/4.1.2,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:79505b181e77de8040a663b112d98b026cc136c9/raw/,4.1.2,2021-09-17T09:21:06+00:00
https://pypi.org/project/gensim/,releases/4.2.0,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:e14588c2751db750df6267928f352fb3050d10d3/raw/,4.2.0,2022-05-01T16:20:13+00:00
https://pypi.org/project/gensim/,releases/4.3.0,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:4d848b46177bcfdc1fc5f31da64fb3454b300552/raw/,4.3.0,2022-12-21T00:20:36+00:00
https://pypi.org/project/gensim/,releases/4.3.1,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:8982b05dad6c4e1ce2c4ec7cda1c5c90af019a35/raw/,4.3.1,2023-03-10T06:21:16+00:00
https://pypi.org/project/gensim/,releases/4.3.2,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:546ce8c3656b33da8609645bbd4fd79b94b34585/raw/,4.3.2,2023-08-24T08:51:27+00:00
https://pypi.org/project/webrtcvad-wheels/,releases/2.0.10.post2,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:82507e7516fbbd0e6f0893d778dcc6bc0210eb5f/raw/,2.0.10.post2,2020-01-31T16:04:09+00:00
https://pypi.org/project/webrtcvad-wheels/,releases/2.0.11,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:4b1ab59efa48dec3b3da1d07046c043b2614cfbd/raw/,2.0.11,2022-09-23T10:11:05+00:00
https://pypi.org/project/webrtcvad-wheels/,releases/2.0.11.post1,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:f64f2aa601910d4b05791b28bae29a9ddc47aa67/raw/,2.0.11.post1,2022-09-24T06:36:58+00:00
https://pypi.org/project/dopamine-rl/,releases/1.0.0,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:81c769209606da5267ef746d73abef289442d1b2/raw/,1.0.0,2018-08-26T20:01:55+00:00
https://pypi.org/project/dopamine-rl/,releases/1.0.1,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:32948caebbd1eaf5044b4a4d281f00b9aab4658b/raw/,1.0.1,2018-08-27T20:10:14+00:00
https://pypi.org/project/dopamine-rl/,releases/1.0.2,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:71b01dd32e2da495194512224a353080ad484507/raw/,1.0.2,2018-08-27T20:39:07+00:00
https://pypi.org/project/dopamine-rl/,releases/1.0.3,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:406e02d282a8a9198c2b7ec2e241861e03de04dd/raw/,1.0.3,2018-10-16T23:05:37+00:00
https://pypi.org/project/dopamine-rl/,releases/1.0.4,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:82d7e6ce02bedeaddf95ceb024ad7e9abb89cc54/raw/,1.0.4,2018-11-14T21:56:05+00:00
https://pypi.org/project/dopamine-rl/,releases/1.0.5,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:69f59f8addeba31a147d310c37a234d1368efe2a/raw/,1.0.5,2018-11-19T21:07:42+00:00
https://pypi.org/project/dopamine-rl/,releases/2.0.0,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:090e83e135c7940f5ae5e72c51dedea56e4b9025/raw/,2.0.0,2019-01-31T17:43:20+00:00
https://pypi.org/project/dopamine-rl/,releases/2.0.1,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:bbb21af19821b64df6976ad059f6054a1936ce8e/raw/,2.0.1,2019-02-15T16:16:33+00:00
https://pypi.org/project/dopamine-rl/,releases/2.0.2,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:44cbc50d8ecc137d4cfa8a98b942087424576d89/raw/,2.0.2,2019-04-16T18:14:25+00:00
https://pypi.org/project/dopamine-rl/,releases/2.0.3,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:94e50dcaebe7e35ec1c1d409137c478ac67be995/raw/,2.0.3,2019-04-17T10:16:52+00:00
https://pypi.org/project/dopamine-rl/,releases/2.0.4,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:cff7c6f59a823e0dc7f04bd4da93bd15ce04e679/raw/,2.0.4,2019-06-08T02:25:18+00:00
https://pypi.org/project/dopamine-rl/,releases/2.0.5,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:5502eb2a69e2fd59c8fe07db4a42e5c103989aee/raw/,2.0.5,2019-06-08T02:36:03+00:00
https://pypi.org/project/dopamine-rl/,releases/3.0.1,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:57de06ce35b2dfd545a3818d5ce9aedb7bf14694/raw/,3.0.1,2019-12-19T16:45:05+00:00
https://pypi.org/project/dopamine-rl/,releases/3.1.0,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:d9266b09ec6f3fa9225b6304aad37082f72d915b/raw/,3.1.0,2020-07-27T20:57:47+00:00
https://pypi.org/project/dopamine-rl/,releases/3.1.1,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:d58d5a9c98c999b26b60e33fff1b0126d3bce6a5/raw/,3.1.1,2020-07-27T21:21:05+00:00
https://pypi.org/project/dopamine-rl/,releases/3.1.10,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:560968ddabf819636d45e914ae83ce535218d770/raw/,3.1.10,2021-03-03T22:26:14+00:00
https://pypi.org/project/dopamine-rl/,releases/3.1.13,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:b9659e6be759b5f2ea19ffe39685bc9596fb0f15/raw/,3.1.13,2021-04-08T17:53:20+00:00
https://pypi.org/project/dopamine-rl/,releases/3.1.14,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:12ab0ddf09588e12757f3fa7a274d211bf0d7ec0/raw/,3.1.14,2021-06-03T21:17:03+00:00
https://pypi.org/project/dopamine-rl/,releases/3.1.2,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:df7618d6634059f824cd23fa616c80b20b0c6ffd/raw/,3.1.2,2020-07-28T20:44:59+00:00
https://pypi.org/project/dopamine-rl/,releases/3.1.3,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:04fa71136146a50668242822cbb25aff5f839982/raw/,3.1.3,2020-07-30T20:42:19+00:00
https://pypi.org/project/dopamine-rl/,releases/3.1.4,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:03c365c2e8d8f1e57740d9e452b37141e500fc34/raw/,3.1.4,2020-08-03T19:47:07+00:00
https://pypi.org/project/dopamine-rl/,releases/3.1.5,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:bd83aee0ad026134bf731acec4980c204cbd24dc/raw/,3.1.5,2020-08-03T21:06:27+00:00
https://pypi.org/project/dopamine-rl/,releases/3.1.6,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:9372d8abcb8a56f3e9f87584946662782af5b970/raw/,3.1.6,2020-08-03T21:24:40+00:00
https://pypi.org/project/dopamine-rl/,releases/3.1.7,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:0873675b0c9c589fe6a955d294da0a6cde6f63c4/raw/,3.1.7,2020-08-05T18:05:53+00:00
https://pypi.org/project/dopamine-rl/,releases/3.1.8,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:5b6d4036964c2cbb3eb8472a498ef9b1199f83c6/raw/,3.1.8,2020-10-16T22:05:05+00:00
https://pypi.org/project/dopamine-rl/,releases/3.1.9,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:53507651a469ca851e553c2aeb20bc7c5584dd4b/raw/,3.1.9,2021-02-12T20:18:34+00:00
https://pypi.org/project/dopamine-rl/,releases/3.2.1,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:65e9c04183df65983a42045c9ae50486eeab39f9/raw/,3.2.1,2021-06-29T21:40:59+00:00
https://pypi.org/project/dopamine-rl/,releases/4.0.0,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:86003a50361cc56f8b327923bd73b9b4993fdb0b/raw/,4.0.0,2021-09-23T18:11:27+00:00
https://pypi.org/project/dopamine-rl/,releases/4.0.1,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:cedbd6e87cee0a4eb905619ca1a9268ccf30aba6/raw/,4.0.1,2021-12-02T23:17:01+00:00
https://pypi.org/project/dopamine-rl/,releases/4.0.2,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:64b9b4c9fdc932364dca85c2bf3218aea9291585/raw/,4.0.2,2021-12-13T23:17:40+00:00
https://pypi.org/project/dopamine-rl/,releases/4.0.5,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:f3e33f190b0595e39a8a2a60b3f7e4c4afe7da1a/raw/,4.0.5,2022-05-20T19:52:06+00:00
https://pypi.org/project/dopamine-rl/,releases/4.0.6,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:475df144130b768c5543e97c6291b9b32a8dcdfc/raw/,4.0.6,2022-09-21T20:19:18+00:00
https://pypi.org/project/lightgbm/,releases/2.0.10,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:7930358c1828f75afa0c07f4af7d100c8c6adf19/raw/,2.0.10,2017-10-18T14:17:09+00:00
https://pypi.org/project/lightgbm/,releases/2.0.11,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:4915f7d53d09d6a616a75f40b3f79acd9b2174f5/raw/,2.0.11,2017-11-25T02:31:15+00:00
https://pypi.org/project/lightgbm/,releases/2.0.12,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:67cafb36e069b13b3a2bad34724a603916eed99d/raw/,2.0.12,2017-12-26T06:33:31+00:00
https://pypi.org/project/lightgbm/,releases/2.0.2,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:f30a0ce45774dd23f4bd056783091184df5e3117/raw/,2.0.2,2017-06-20T04:52:45+00:00
https://pypi.org/project/lightgbm/,releases/2.0.3,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:9e6efe1324c52f1d7a9833536d49b9f0d5742380/raw/,2.0.3,2017-06-25T02:20:02+00:00
https://pypi.org/project/lightgbm/,releases/2.0.4,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:b8e505f6a3ca3b11ada0821e3323a6a4f2732814/raw/,2.0.4,2017-06-30T05:49:08+00:00
https://pypi.org/project/lightgbm/,releases/2.0.5,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:35bc24d6a11d06d2d128eb689a6077263a192282/raw/,2.0.5,2017-08-07T04:44:25+00:00
https://pypi.org/project/lightgbm/,releases/2.0.6,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:9e056ee3e2aec7cb5de91ecfeceb006050d8909c/raw/,2.0.6,2017-08-18T07:44:02+00:00
https://pypi.org/project/lightgbm/,releases/2.0.7,https://archive.softwareheritage.org/api/1/vault/flat/swh:1:dir:d09480ab6f94948aecc641c9a5b335ba15b8670d/raw/,2.0.7,2017-09-28T06:53:27+00:00
